item_code,variant,variant_desctiption,variant_order,vendor,stock_quantity
Z2GD00KB210-G7HQ,XL,“x”,11,311,1
W1YI0ZJ1311-LMGY,L,“x”,9,311,0
O1YA42ZZ04M-F9CB,XS/S,“x”,4,311,1
W2GH55WEJV0-P61J,S,“x”,5,311,0
MBRI25KAVR5-G011,XL,“x”,11,311,2
W2GD33D4K93-PLDK,27,“x”,5,311,2
V2RP00MC03W-P9IX,S,“x”,5,311,1
6483518-69,90D,“x”,24,34,0
5523238-23,2,“x”,2,34,5
4276698-34,95,“x”,6,34,3
4276620-01,1,“x”,7,34,2
4275098-01,95,“x”,6,34,7
2543682-96,2,“x”,2,34,0
5523232-96,3,“x”,3,34,1
5523240-01,2,“x”,2,34,4
6463498-14,6,“x”,6,34,0
4933569-69,2,“x”,2,34,1
4663529-03,2,“x”,2,34,0
6463424-23,4,“x”,4,34,2
6469361-07,2,“x”,2,34,2
5523239-74,5,“x”,5,34,0
5523221-01,2,“x”,2,34,3
5523238-23,5,“x”,5,34,0
6483503-39,90B,“x”,22,34,1
4276434-99,1,“x”,7,34,2
5543593-39,3,“x”,3,34,1
6483506-63,95B,“x”,26,34,0
4753094-76,5,“x”,5,34,0
4653885-46,95B,“x”,26,34,2
5523222-17,2,“x”,2,34,5
5523264-66,2,“x”,2,34,4
4663512-18,2,“x”,2,34,1
5523262-20,3,“x”,3,34,3
5543644-96,4,“x”,4,34,1
4331931-99,3,“x”,9,34,3
7682972-34,3,“x”,3,34,2
6483577-96,100B,“x”,30,34,5
4853720-29,4,“x”,4,34,0
0873823-64,4,“x”,4,34,0
6463476-96,2,“x”,2,34,1
6463505-01,4,“x”,4,34,3
5523221-01,3,“x”,3,34,5
4552886-99,1,“x”,7,34,4
5543640-96,5,“x”,5,34,0
4653864-01,100B,“x”,30,34,2
4933585-98,2,“x”,2,34,0
4473465-11,3,“x”,3,34,1
0873847-07,2,“x”,2,34,0
6463516-57,2,“x”,2,34,1
4933568-01,2,“x”,2,34,0
4753105-72,4,“x”,4,34,1
7682867-99,4,“x”,11,34,6
8697353409592,0,“x”,1,35,2
8697353506871,0,“x”,1,35,12
8697353480607,0,“x”,1,35,1
8697353424397,0,“x”,1,35,3
8697353238932,0,“x”,1,35,8
8697353423574,0,“x”,1,35,89
8697353423659,0,“x”,1,35,72
8697353523731,0,“x”,1,35,11
8697353409561,0,“x”,1,35,31
8697353374128,0,“x”,1,35,35
8697353457302,0,“x”,1,35,10
8697353506864,0,“x”,1,35,8
8697353552151,0,“x”,1,35,9
8697353390098,0,“x”,1,35,6
8697353469749,0,“x”,1,35,2
8697353494321,0,“x”,1,35,0
8697353502149,0,“x”,1,35,12
8697353506635,0,“x”,1,35,8
8697353470073,0,“x”,1,35,3
8697353446030,0,“x”,1,35,18
8697353463822,0,“x”,1,35,5
8697353487880,0,“x”,1,35,13
8697353447037,0,“x”,1,35,16
8697353450228,0,“x”,1,35,4
8697353501159,0,“x”,1,35,89
8697353494161,0,“x”,1,35,45
8697353502293,0,“x”,1,35,7
8697353512551,0,“x”,1,35,3
8697353470103,0,“x”,1,35,2
2221254782353,0,“x”,1,35,61
8697353259968,0,“x”,1,35,0
8697353512438,0,“x”,1,35,4
8697353492549,0,“x”,1,35,1
8697353470158,0,“x”,1,35,3
8697353469770,0,“x”,1,35,4
8697353478857,0,“x”,1,35,3
8697353494147,0,“x”,1,35,46
8697353492297,0,“x”,1,35,3
8697353431104,0,“x”,1,35,29
8697353393952,0,“x”,1,35,8
8697353396540,0,“x”,1,35,24
8697353387104,0,“x”,1,35,9
U15BYA0006K-4064,43,“x”,6,39,1
D15GRE021CF-5QB5,39,“x”,8,39,0
U16DQA085FU-9999,44,“x”,8,39,1
U25ANB0EK14-1006,44,“x”,8,39,3
U159XA08522-4002,42,“x”,4,39,0
U029FB00022-6006,43,“x”,6,39,0
M2510GT2870-9000,XL,“x”,5,39,2
NECETWO-1,L,“x”,4,40,5
BEDISPLAY-613,L,“x”,4,40,0
TEBOX-956,M,“x”,3,40,2
SIWEEK-956,TU,“x”,6,40,3
BECARTO-1762,XL,“x”,5,40,1
NECETWOML-956,XL,“x”,5,40,3
NECETWO-1055,L,“x”,4,40,0
TOCHARLES-207,34-44,“x”,19,40,8
NECETWO-1055,XL,“x”,5,40,5
NECETWOML-956,M,“x”,3,40,1
VUBUBBLE-1762,S,“x”,2,40,1
NEUNIRAY-700,L,“x”,4,40,1
BEFUTURE-2081,L,“x”,4,40,0
LBENFLSW1-700,L,“x”,4,40,1
BEBRIGHT-250,XL,“x”,5,40,0
50481138-001,L,“x”,3,413,0
50467384-421,S,“x”,1,413,0
50425897-199,41,“x”,3,413,2
50467556-107,L,“x”,3,413,0
50447972-741,L,“x”,3,413,1
50471366-606,40,“x”,2,413,0
50471359-001,XXL,“x”,5,413,0
50461907-215,0,“x”,1,413,1
OW56007-719,ST,“x”,1,511,0
OW11030-R,ST,“x”,1,511,9
OW32022-R,ST,“x”,1,511,2
OW63235-0,XL,“x”,8,511,0
OW11025-RG,ST,“x”,1,511,39
OW11340-208,ST,“x”,1,511,3
OW32109-RG,ST,“x”,1,511,3
OW11025-R,ST,“x”,1,511,5
OW62115-0,ST,“x”,1,511,2
PDA5150244-001,ST,“x”,1,515,8
BSA4580344-001,ST,“x”,1,515,5
AAA9480144-70P,ST,“x”,1,515,2
AAA7290344-70Q,ST,“x”,1,515,0
BSA6680144-452,ST,“x”,1,515,0
BTA5930244-871,ST,“x”,1,515,5
BSA4600244-001,ST,“x”,1,515,0
BTA7840144-39E,ST,“x”,1,515,8
BTA7840144-950,ST,“x”,1,515,11
BMA8470144-70P,ST,“x”,1,515,7
VAA6960M94-742,M,“x”,4,515,2
BCA7610144-101,ST,“x”,1,515,3
AAA5060844-019,ST,“x”,1,515,1
BSA5270244-210,ST,“x”,1,515,2
AAA7290344-98A,ST,“x”,1,515,2
AAA6311244-431,ST,“x”,1,515,0
ASA7650344-019,ST,“x”,1,515,3
AAA8400144-70Q,ST,“x”,1,515,1
AGA5620144-647,ST,“x”,1,515,2
BSA4570344-98A,ST,“x”,1,515,2
APA3510444-452,ST,“x”,1,515,4
BSA6900244-98A,ST,“x”,1,515,4
BGA5870244-871,ST,“x”,1,515,8
BSA6900444-400,ST,“x”,1,515,2
ANA6040244-66B,ST,“x”,1,515,1
ANA7290244-621,ST,“x”,1,515,6
AAA6311344-431,ST,“x”,1,515,1
APA6720744-250,ST,“x”,1,515,6
APA6720744-98A,ST,“x”,1,515,7
PDA4620244-104,ST,“x”,1,515,4
27083266-92,21,“x”,4,54,0
87037159-02,21,“x”,4,54,1
87010030-70,19,“x”,2,54,0
87087159-50,19,“x”,2,54,1
87968629-99,19,“x”,2,54,1
27047878-20,20,“x”,3,54,0
37960369-20,20,“x”,3,54,1
27064022-87,20,“x”,3,54,0
27981098-02,21,“x”,4,54,0
27058630-99,20,“x”,3,54,0
37022005-85,21,“x”,4,54,0
37051270-99,23,“x”,6,54,0
27024011-69,21,“x”,4,54,3
37960369-20,21,“x”,4,54,0
87039030-01,22,“x”,5,54,0
17024056-05,22,“x”,5,54,0
37040781-32,99,“x”,1,54,2
27088631-02,23,“x”,6,54,0
27044388-06,12,“x”,11,54,0
87037160-02,20,“x”,3,54,3
37002004-49,12,“x”,11,54,1
17050210-01,20,“x”,3,54,2
27047133-08,19,“x”,2,54,0
37040048-02,99,“x”,1,54,2
27035767-32,99,“x”,1,54,10
27015917-PL,99,“x”,1,54,1
77027640-52,21,“x”,4,54,1
37040112-OR,99,“x”,1,54,3
17971080-85,21,“x”,4,54,1
27050350-99,21,“x”,4,54,9
17010262-99,22,“x”,5,54,2
27009076-01,21,“x”,4,54,1
37000327-TM,40,“x”,5,54,0
27009072-99,20,“x”,3,54,1
27047118-99,23,“x”,6,54,0
37022506-02,21,“x”,4,54,5
87048630-99,23,“x”,6,54,0
77035929-09,23,“x”,6,54,0
37050252-74,20,“x”,3,54,1
27065759-43,20,“x”,3,54,0
37041307-99,20,“x”,3,54,0
37081280-08,37,“x”,3,54,2
17010262-99,23,“x”,6,54,1
27071146-30,20,“x”,3,54,1
27018636-55,22,“x”,5,54,0
37001054-30,20,“x”,3,54,0
27098636-88,23,“x”,6,54,0
27014042-05,22,“x”,5,54,2
37000578-99,39,“x”,5,54,0
27025773-99,22,“x”,5,54,0
87079037-12,20,“x”,3,54,0
37061314-43,20,“x”,3,54,2
27057116-05,21,“x”,4,54,0
17000561-TC,36,“x”,3,54,2
37011317-70,20,“x”,3,54,1
37071311-02,21,“x”,4,54,2
27005791-01,21,“x”,4,54,0
17092879-TN,14,“x”,12,54,0
37021290-TC,36,“x”,2,54,7
37000454-43,21,“x”,4,54,0
37000454-99,22,“x”,5,54,0
27004014-56,19,“x”,2,54,0
27057131-12,23,“x”,6,54,1
27053254-02,40,“x”,5,54,0
27002513-09,99,“x”,1,54,3
87005666-01,23,“x”,6,54,1
27019049-68,19,“x”,2,54,3
27009078-05,22,“x”,5,54,1
17082011-05,19,“x”,2,54,0
37072503-05,12,“x”,11,54,0
27094016-85,22,“x”,5,54,1
27054024-99,19,“x”,2,54,2
27087877-23,22,“x”,5,54,0
87070540-99,19,“x”,2,54,1
27022535-43,21,“x”,4,54,1
27001301-99,21,“x”,4,54,1
37010388-05,20,“x”,3,54,2
87087158-10,21,“x”,4,54,1
37001059-82,10,“x”,10,54,1
RPL001546,L,“x”,4,611,0
RPL001762,M,“x”,3,611,2
RPL001454,S,“x”,2,611,1
RPL001548,M,“x”,3,611,2
RPL001551,M,“x”,3,611,0
RPL001487,S,“x”,2,611,3
RPL001630,45,“x”,6,611,0
